Case_ID,Case_Type,Priority,Received_Date,Start_Time,End_Time,Agent_ID,Agent_Name,Department,Status,SLA_Target_Hours,Country
CASE-101788,KYC Review,High,2025-09-01,2025-09-01 16:26:03,2025-09-04 18:26:29,AGT0075,Rebecca Sanders,KYC Operations,Closed,75,Philippines
CASE-101789,KYC Review,Medium,2025-09-11,2025-09-11 04:49:48,2025-09-11 11:56:34,AGT0091,Wei Collins,KYC Operations,Closed,50,Germany
CASE-101790,AML Review,High,2026-04-22,2026-04-22 17:26:38,,AGT0094,Mark Murphy,AML Operations,Open,90,United States
CASE-101791,KYC Review,Medium,2026-04-19,2026-04-20 03:43:10,2026-04-20 17:31:32,AGT0090,Helen Jackson,KYC Operations,Closed,50,United Arab Emirates
CASE-101792,AML Review,Low,2026-06-09,2026-06-09 06:47:11,,AGT0049,Linda Cruz,AML Operations,Pending,40,Germany
CASE-101793,KYC Review,Low,2026-05-05,2026-05-05 16:47:51,2026-05-06 07:41:16,AGT0018,Sofia Cox,KYC Operations,Closed,32,United Kingdom
CASE-101794,AML Review,Medium,2026-06-15,2026-06-16 04:40:22,2026-06-16 18:24:25,AGT0007,Mary Thompson,AML Operations,Closed,60,Singapore
CASE-101795,AML Review,High,2026-03-15,2026-03-15 18:29:11,2026-03-17 12:38:46,AGT0025,Benjamin James,AML Operations,Closed,90,United States
CASE-101796,KYC Review,Low,2025-10-17,2025-10-17 06:46:01,2025-10-17 12:20:16,AGT0006,Ronald Harris,KYC Operations,Closed,32,United Kingdom
CASE-101797,AML Review,Medium,2026-04-08,2026-04-08 14:39:52,2026-04-09 11:22:52,AGT0052,George Gutierrez,AML Operations,Closed,60,United States
CASE-101798,AML Review,High,2026-04-23,2026-04-23 22:16:08,2026-04-25 03:03:42,AGT0058,Jonathan Ward,AML Operations,Closed,90,Philippines
CASE-101799,KYC Review,Medium,2026-01-20,2026-01-20 12:30:26,2026-01-21 20:02:47,AGT0039,Priya Foster,KYC Operations,Closed,50,Brazil
CASE-101800,KYC Review,Medium,2026-01-06,2026-01-06 14:42:58,2026-01-07 06:30:18,AGT0024,Aisha Turner,KYC Operations,Closed,50,France
CASE-101801,Fraud Alert,Medium,2026-06-13,2026-06-13 16:04:41,2026-06-14 04:09:36,AGT0065,Samuel Reyes,Fraud Operations,Closed,40,United States
CASE-101802,AML Review,High,2026-01-05,2026-01-05 23:20:39,2026-01-07 06:05:21,AGT0061,Matthew Parker,AML Operations,Closed,90,United States
CASE-101803,KYC Review,Medium,2026-04-29,2026-04-29 08:37:26,2026-05-01 12:17:17,AGT0024,Aisha Turner,KYC Operations,Closed,50,United States
CASE-101804,Fraud Alert,Medium,2026-05-01,2026-05-01 09:22:12,2026-05-01 22:53:54,AGT0038,Timothy Peterson,Fraud Operations,Closed,40,India
CASE-101805,KYC Review,Medium,2026-03-12,2026-03-12 17:58:41,,AGT0021,Donald Mitchell,KYC Operations,Open,50,United Kingdom
CASE-101806,KYC Review,High,2025-07-24,2025-07-24 04:50:22,2025-07-26 22:39:24,AGT0020,Donna Williams,KYC Operations,Closed,75,South Africa
CASE-101807,AML Review,Medium,2026-05-25,2026-05-25 01:21:34,2026-05-27 01:30:25,AGT0079,Raj Campbell,AML Operations,Closed,60,United States
CASE-101808,Fraud Alert,Medium,2025-12-25,2025-12-25 02:02:00,2025-12-25 16:37:18,AGT0083,Margaret Howard,Fraud Operations,Closed,40,Singapore
CASE-101809,AML Review,Medium,2025-11-14,2025-11-14 11:34:01,2025-11-14 20:09:56,AGT0049,Linda Cruz,AML Operations,Closed,60,United States
CASE-101810,KYC Review,Medium,2025-08-04,2025-08-04 12:50:08,2025-08-05 07:27:42,AGT0009,Jessica Sanchez,KYC Operations,Closed,50,India
CASE-101811,Fraud Alert,Medium,2026-04-11,2026-04-11 22:24:48,2026-04-12 12:57:11,AGT0029,Mei Thomas,Fraud Operations,Closed,40,Canada
CASE-101812,AML Review,High,2026-05-12,2026-05-12 06:38:36,2026-05-13 16:22:45,AGT0037,Noah Flores,AML Operations,Closed,90,India
CASE-101813,KYC Review,Low,2026-03-16,2026-03-16 15:47:29,,AGT0069,Olga Brooks,KYC Operations,Open,32,Brazil
CASE-101814,AML Review,Low,2025-12-06,2025-12-06 14:38:58,2025-12-07 08:47:54,AGT0025,Benjamin James,AML Operations,Closed,40,Japan
CASE-101815,AML Review,High,2025-11-28,2025-11-28 08:40:27,2025-11-29 18:27:11,AGT0070,Christopher Lee,AML Operations,Closed,90,United States
CASE-101816,KYC Review,High,2025-12-24,2025-12-24 03:45:18,2025-12-27 12:03:29,AGT0066,Karen Carter,KYC Operations,Closed,75,United Kingdom
CASE-101817,Fraud Alert,Medium,2026-05-11,2026-05-11 14:18:51,2026-05-12 09:42:32,AGT0020,Donna Williams,Fraud Operations,Closed,40,Germany
CASE-101818,Fraud Alert,Medium,2026-01-06,2026-01-06 20:32:10,,AGT0086,Robert Bailey,Fraud Operations,Pending,40,United States
CASE-101819,AML Review,Medium,2026-07-12,2026-07-12 21:32:38,2026-07-13 12:50:00,AGT0040,Richard Castillo,AML Operations,Closed,60,Singapore
CASE-101820,AML Review,Low,2025-09-10,2025-09-11 00:01:29,2025-09-11 06:51:04,AGT0082,Sandra Diaz,AML Operations,Closed,40,Singapore
CASE-101821,Fraud Alert,Medium,2025-08-12,2025-08-13 01:26:41,2025-08-14 04:36:28,AGT0050,Paul Perez,Fraud Operations,Closed,40,India
CASE-101822,AML Review,Medium,2025-08-21,2025-08-21 13:57:59,2025-08-22 21:23:47,AGT0007,Mary Thompson,AML Operations,Closed,60,Singapore
CASE-101823,AML Review,Low,2026-03-03,2026-03-03 16:38:44,2026-03-04 03:35:20,AGT0079,Raj Campbell,AML Operations,Closed,40,France
CASE-101824,Fraud Alert,Low,2025-09-23,2025-09-23 09:13:19,2025-09-23 17:57:13,AGT0017,Edward Cooper,Fraud Operations,Closed,30,Mexico
CASE-101825,Fraud Alert,High,2026-05-28,2026-05-28 00:54:11,2026-05-29 04:20:06,AGT0002,Dorothy Clark,Fraud Operations,Closed,48,United Kingdom
CASE-101826,AML Review,Low,2026-06-12,2026-06-12 18:13:14,2026-06-13 06:48:52,AGT0049,Linda Cruz,AML Operations,Closed,40,Brazil
CASE-101827,KYC Review,Medium,2026-04-18,2026-04-18 02:12:23,2026-04-18 13:03:48,AGT0090,Helen Jackson,KYC Operations,Closed,50,United States
CASE-101828,KYC Review,Medium,2026-05-09,2026-05-09 12:44:23,2026-05-10 07:53:21,AGT0006,Ronald Harris,KYC Operations,Closed,50,India
CASE-101829,AML Review,Medium,2026-07-16,2026-07-17 01:13:13,2026-07-17 21:13:43,AGT0049,Linda Cruz,AML Operations,Closed,60,United States
CASE-101830,Fraud Alert,Low,2026-07-03,2026-07-03 17:06:02,2026-07-04 02:11:16,AGT0002,Dorothy Clark,Fraud Operations,Closed,30,United States
CASE-101831,Fraud Alert,Medium,2026-05-24,2026-05-25 02:03:47,2026-05-25 19:18:06,AGT0089,Barbara King,Fraud Operations,Closed,40,United States
CASE-101832,AML Review,Low,2025-11-14,2025-11-14 18:10:34,2025-11-15 05:16:28,AGT0037,Noah Flores,AML Operations,Closed,40,United States
CASE-101833,KYC Review,Medium,2026-02-10,2026-02-10 07:45:44,,AGT0081,Nicholas Ross,KYC Operations,Open,50,Mexico
CASE-101834,AML Review,High,2025-09-04,2025-09-04 20:35:45,2025-09-05 11:01:27,AGT0025,Benjamin James,AML Operations,Closed,90,Mexico
CASE-101835,Fraud Alert,Medium,2025-08-18,2025-08-18 23:19:13,,AGT0098,Patricia Alvarez,Fraud Operations,Open,40,United States
CASE-101836,Fraud Alert,High,2025-09-05,2025-09-05 14:31:01,2025-09-06 13:45:22,AGT0005,Shirley Morris,Fraud Operations,Closed,48,Singapore
CASE-101837,AML Review,Medium,2026-07-16,2026-07-16 06:49:11,2026-07-17 03:57:30,AGT0076,Ahmed Rogers,AML Operations,Closed,60,Mexico
CASE-101838,Fraud Alert,Low,2026-03-27,2026-03-27 22:55:15,,AGT0035,Justin Martinez,Fraud Operations,Pending,30,Australia
CASE-101839,KYC Review,Medium,2026-02-11,2026-02-12 07:35:08,2026-02-13 10:09:33,AGT0069,Olga Brooks,KYC Operations,Closed,50,United States
CASE-101840,Fraud Alert,Medium,2026-05-07,2026-05-07 23:42:44,2026-05-09 00:20:15,AGT0029,Mei Thomas,Fraud Operations,Closed,40,India
CASE-101841,AML Review,Medium,2026-04-18,2026-04-18 09:30:21,2026-04-19 01:24:45,AGT0018,Sofia Cox,AML Operations,Closed,60,United Arab Emirates
CASE-101842,Fraud Alert,Medium,2025-12-07,2025-12-07 16:58:07,2025-12-08 10:16:59,AGT0047,Kathleen Myers,Fraud Operations,Closed,40,Germany
CASE-101843,KYC Review,Medium,2026-05-14,2026-05-14 05:26:26,2026-05-15 19:51:25,AGT0063,Michael Morales,KYC Operations,Closed,50,United Kingdom
CASE-101844,AML Review,High,2026-02-20,2026-02-21 03:27:27,,AGT0025,Benjamin James,AML Operations,Pending,90,Australia
CASE-101845,Fraud Alert,Medium,2025-10-29,2025-10-29 12:52:17,,AGT0008,Stephen Hill,Fraud Operations,Open,40,France
CASE-101846,AML Review,Medium,2026-06-24,2026-06-24 02:24:12,2026-06-27 22:51:49,AGT0049,Linda Cruz,AML Operations,Closed,60,Canada
CASE-101847,AML Review,Low,2025-10-18,2025-10-18 13:00:49,2025-10-18 23:37:31,AGT0031,William Nguyen,AML Operations,Closed,40,United Kingdom
CASE-101848,KYC Review,Medium,2026-03-07,2026-03-08 00:22:05,2026-03-08 12:13:12,AGT0075,Rebecca Sanders,KYC Operations,Closed,50,United Kingdom
CASE-101849,Fraud Alert,Low,2025-08-15,2025-08-15 18:37:34,,AGT0074,Carlos Lopez,Fraud Operations,Pending,30,India
CASE-101850,AML Review,High,2026-01-31,2026-01-31 10:22:55,,AGT0037,Noah Flores,AML Operations,Pending,90,Brazil
CASE-101851,AML Review,Medium,2025-09-05,2025-09-05 06:54:45,2025-09-06 13:49:26,AGT0040,Richard Castillo,AML Operations,Closed,60,Mexico
CASE-101852,AML Review,High,2025-11-25,2025-11-26 01:56:59,,AGT0052,George Gutierrez,AML Operations,Pending,90,United Kingdom
CASE-101853,Fraud Alert,Medium,2025-12-18,2025-12-18 03:07:31,2025-12-18 23:16:44,AGT0067,Emma Roberts,Fraud Operations,Closed,40,Brazil
CASE-101854,KYC Review,Medium,2025-09-18,2025-09-18 16:47:20,2025-09-20 06:22:54,AGT0075,Rebecca Sanders,KYC Operations,Closed,50,Ireland
CASE-101855,AML Review,Medium,2025-08-04,2025-08-04 18:16:36,2025-08-05 14:14:55,AGT0046,Eric Hernandez,AML Operations,Closed,60,India
CASE-101856,Fraud Alert,High,2026-04-25,2026-04-25 10:57:45,2026-04-26 22:19:53,AGT0035,Justin Martinez,Fraud Operations,Closed,48,United States
CASE-101857,Fraud Alert,Medium,2026-04-17,2026-04-17 17:40:22,,AGT0098,Patricia Alvarez,Fraud Operations,Pending,40,France
CASE-101858,KYC Review,Low,2026-06-07,2026-06-07 11:35:02,,AGT0072,Diego Anderson,KYC Operations,Open,32,United Kingdom
CASE-101859,AML Review,Low,2026-07-01,2026-07-01 01:58:07,2026-07-01 10:59:01,AGT0022,Nancy Patel,AML Operations,Closed,40,United States
CASE-101860,KYC Review,Medium,2026-06-28,2026-06-28 22:46:33,,AGT0099,Joseph Reed,KYC Operations,Pending,50,United States
CASE-101861,AML Review,Low,2025-10-19,2025-10-19 05:27:30,2025-10-19 13:32:27,AGT0037,Noah Flores,AML Operations,Closed,40,Brazil
CASE-101862,AML Review,Medium,2026-07-15,2026-07-15 23:19:37,2026-07-17 08:55:34,AGT0052,George Gutierrez,AML Operations,Closed,60,Singapore
CASE-101863,AML Review,Medium,2026-03-19,2026-03-19 23:55:40,2026-03-20 17:20:37,AGT0031,William Nguyen,AML Operations,Closed,60,Japan
CASE-101864,Fraud Alert,Medium,2025-08-27,2025-08-27 16:50:44,2025-08-28 20:57:22,AGT0092,Susan Chavez,Fraud Operations,Closed,40,United States
CASE-101865,AML Review,Medium,2026-06-28,2026-06-28 20:38:27,2026-07-01 01:40:08,AGT0007,Mary Thompson,AML Operations,Closed,60,United States
CASE-101866,KYC Review,Medium,2025-08-02,2025-08-02 13:34:41,2025-08-03 09:45:39,AGT0057,Ryan Davis,KYC Operations,Closed,50,United Kingdom
CASE-101867,Fraud Alert,Medium,2026-06-21,2026-06-21 18:34:47,,AGT0038,Timothy Peterson,Fraud Operations,Open,40,Australia
CASE-101868,AML Review,Medium,2026-02-03,2026-02-03 19:30:46,2026-02-04 17:20:27,AGT0043,Michelle Taylor,AML Operations,Closed,60,United States
CASE-101869,KYC Review,Low,2025-09-12,2025-09-12 14:31:32,2025-09-12 20:52:44,AGT0007,Mary Thompson,KYC Operations,Closed,32,Canada
CASE-101870,KYC Review,Low,2026-05-25,2026-05-26 00:17:39,2026-05-26 09:16:22,AGT0042,Lisa Watson,KYC Operations,Closed,32,Singapore
CASE-101871,KYC Review,High,2025-11-02,2025-11-02 23:18:37,2025-11-08 22:04:09,AGT0036,Brian Gonzalez,KYC Operations,Closed,75,United States
CASE-101872,Fraud Alert,Medium,2026-05-07,2026-05-07 01:20:31,2026-05-07 14:24:52,AGT0009,Jessica Sanchez,Fraud Operations,Closed,40,Singapore
CASE-101873,Fraud Alert,High,2026-04-21,2026-04-21 12:41:09,2026-04-25 07:48:08,AGT0095,Ashley Wood,Fraud Operations,Closed,48,United States
CASE-101874,KYC Review,Medium,2026-02-10,2026-02-10 07:51:04,2026-02-10 18:11:02,AGT0003,Ivan Garcia,KYC Operations,Closed,50,United States
CASE-101875,KYC Review,Medium,2026-07-09,2026-07-09 16:08:40,2026-07-11 09:14:23,AGT0063,Michael Morales,KYC Operations,Closed,50,United Kingdom
CASE-101876,KYC Review,High,2025-12-25,2025-12-25 13:34:18,2025-12-27 10:40:04,AGT0078,Anna Lewis,KYC Operations,Closed,75,France
CASE-101877,AML Review,Low,2026-04-06,2026-04-06 11:03:10,2026-04-06 16:49:23,AGT0021,Donald Mitchell,AML Operations,Closed,40,Australia
CASE-101878,AML Review,Low,2026-06-09,2026-06-09 11:38:29,2026-06-10 00:07:24,AGT0058,Jonathan Ward,AML Operations,Closed,40,United States
CASE-101879,AML Review,Low,2025-08-08,2025-08-09 02:19:04,2025-08-09 20:14:51,AGT0094,Mark Murphy,AML Operations,Closed,40,Mexico
CASE-101880,AML Review,High,2025-11-16,2025-11-16 07:23:03,2025-11-20 19:57:17,AGT0090,Helen Jackson,AML Operations,Closed,90,Germany
CASE-101881,Fraud Alert,Medium,2026-02-10,2026-02-11 02:18:35,2026-02-12 00:48:28,AGT0008,Stephen Hill,Fraud Operations,Closed,40,Japan
CASE-101882,AML Review,Medium,2026-02-04,2026-02-04 19:10:43,2026-02-06 03:02:34,AGT0052,George Gutierrez,AML Operations,Closed,60,Germany
CASE-101883,Fraud Alert,Low,2026-06-02,2026-06-03 01:30:39,,AGT0017,Edward Cooper,Fraud Operations,Open,30,United States
CASE-101884,Fraud Alert,Medium,2026-02-22,2026-02-22 09:19:29,2026-02-23 03:25:13,AGT0089,Barbara King,Fraud Operations,Closed,40,United States
CASE-101885,KYC Review,Medium,2026-02-27,2026-02-27 11:52:44,2026-02-27 20:52:49,AGT0009,Jessica Sanchez,KYC Operations,Closed,50,Germany
CASE-101886,AML Review,High,2026-01-08,2026-01-08 18:38:28,2026-01-10 12:26:11,AGT0025,Benjamin James,AML Operations,Closed,90,Canada
CASE-101887,AML Review,High,2025-11-06,2025-11-07 00:38:36,2025-11-07 14:48:47,AGT0061,Matthew Parker,AML Operations,Closed,90,United States
CASE-101888,AML Review,Medium,2026-04-27,2026-04-27 08:35:12,2026-04-28 10:59:05,AGT0052,George Gutierrez,AML Operations,Closed,60,United Arab Emirates
CASE-101889,AML Review,High,2025-12-29,2025-12-30 02:41:49,2025-12-30 22:47:39,AGT0052,George Gutierrez,AML Operations,Closed,90,Brazil
CASE-101890,AML Review,Medium,2026-03-01,2026-03-01 05:52:02,2026-03-01 09:54:59,AGT0076,Ahmed Rogers,AML Operations,Closed,60,United Kingdom
CASE-101891,AML Review,Medium,2026-05-09,2026-05-09 09:13:27,,AGT0052,George Gutierrez,AML Operations,Pending,60,United States
CASE-101892,KYC Review,Low,2026-05-05,2026-05-05 20:56:27,,AGT0045,Charles Robinson,KYC Operations,Pending,32,United States
CASE-101893,AML Review,Low,2025-09-22,2025-09-22 08:41:08,2025-09-22 20:36:21,AGT0084,Fatima Ruiz,AML Operations,Closed,40,United States
CASE-101894,AML Review,Medium,2025-10-06,2025-10-06 05:28:43,,AGT0100,Samantha Ramirez,AML Operations,Pending,60,France
CASE-101895,AML Review,Medium,2026-02-20,2026-02-20 19:01:35,2026-02-22 05:04:26,AGT0031,William Nguyen,AML Operations,Closed,60,United States
CASE-101896,KYC Review,High,2026-06-15,2026-06-15 10:59:05,,AGT0048,Jacob Hughes,KYC Operations,Pending,75,United States
CASE-101897,AML Review,High,2025-10-28,2025-10-28 09:52:38,2025-10-30 16:18:44,AGT0058,Jonathan Ward,AML Operations,Closed,90,Australia
CASE-101898,AML Review,Medium,2025-08-06,2025-08-07 01:44:03,,AGT0022,Nancy Patel,AML Operations,Open,60,France
CASE-101899,KYC Review,High,2026-05-30,2026-05-30 21:45:42,2026-06-02 15:00:09,AGT0069,Olga Brooks,KYC Operations,Closed,75,United States
CASE-101900,KYC Review,Low,2026-05-25,2026-05-25 13:41:28,,AGT0012,David Ortiz,KYC Operations,Pending,32,United States
CASE-101901,AML Review,High,2025-08-06,2025-08-06 16:52:42,2025-08-08 00:34:49,AGT0004,Elizabeth Wilson,AML Operations,Closed,90,Singapore
CASE-101902,KYC Review,High,2026-03-25,2026-03-25 07:13:06,,AGT0045,Charles Robinson,KYC Operations,Open,75,United Arab Emirates
CASE-101903,AML Review,Medium,2026-05-29,2026-05-29 17:58:04,2026-05-30 16:35:39,AGT0055,Thomas Wright,AML Operations,Closed,60,United Kingdom
CASE-101904,KYC Review,Medium,2026-01-31,2026-01-31 08:12:53,2026-02-01 04:15:17,AGT0072,Diego Anderson,KYC Operations,Closed,50,Singapore
CASE-101905,Fraud Alert,Medium,2026-04-01,2026-04-01 18:54:11,2026-04-02 18:04:31,AGT0071,James Martin,Fraud Operations,Closed,40,Mexico
CASE-101906,AML Review,Low,2025-10-30,2025-10-30 11:44:26,,AGT0007,Mary Thompson,AML Operations,Open,40,Singapore
CASE-101907,Fraud Alert,Medium,2025-07-31,2025-07-31 16:04:27,,AGT0029,Mei Thomas,Fraud Operations,Open,40,United States
CASE-101908,KYC Review,High,2025-11-14,2025-11-14 07:37:24,2025-11-14 21:11:06,AGT0086,Robert Bailey,KYC Operations,Closed,75,Germany
CASE-101909,Fraud Alert,High,2025-08-26,2025-08-26 10:59:33,,AGT0065,Samuel Reyes,Fraud Operations,Open,48,India
CASE-101910,AML Review,Medium,2026-03-05,2026-03-05 22:51:03,2026-03-07 16:53:54,AGT0071,James Martin,AML Operations,Closed,60,Canada
CASE-101911,KYC Review,Medium,2026-01-06,2026-01-06 17:52:13,2026-01-07 23:28:27,AGT0018,Sofia Cox,KYC Operations,Closed,50,United Arab Emirates
CASE-101912,KYC Review,High,2026-02-27,2026-02-27 22:59:08,2026-03-01 03:26:54,AGT0084,Fatima Ruiz,KYC Operations,Closed,75,Canada
CASE-101913,AML Review,Low,2026-05-31,2026-05-31 14:35:32,2026-05-31 22:37:21,AGT0064,Angela Allen,AML Operations,Closed,40,United Kingdom
CASE-101914,AML Review,Medium,2026-02-10,2026-02-11 07:43:27,,AGT0061,Matthew Parker,AML Operations,Pending,60,United States
CASE-101915,Fraud Alert,Medium,2026-05-12,2026-05-12 21:55:39,2026-05-15 13:40:46,AGT0011,Brenda Bennett,Fraud Operations,Closed,40,Mexico
CASE-101916,AML Review,Medium,2026-06-17,2026-06-17 11:34:16,,AGT0049,Linda Cruz,AML Operations,Pending,60,United States
CASE-101917,KYC Review,Medium,2026-03-12,2026-03-12 19:27:10,2026-03-13 10:47:12,AGT0090,Helen Jackson,KYC Operations,Closed,50,United Kingdom
CASE-101918,Fraud Alert,Medium,2025-08-14,2025-08-14 10:19:16,2025-08-15 18:10:16,AGT0044,Kenneth Cook,Fraud Operations,Closed,40,Japan
CASE-101919,KYC Review,Medium,2026-02-11,2026-02-11 03:21:29,2026-02-12 10:58:04,AGT0042,Lisa Watson,KYC Operations,Closed,50,Mexico
CASE-101920,KYC Review,Medium,2026-04-14,2026-04-15 05:12:32,2026-04-16 17:45:59,AGT0099,Joseph Reed,KYC Operations,Closed,50,United Kingdom
CASE-101921,KYC Review,Medium,2025-10-29,2025-10-29 12:20:47,2025-10-30 15:05:49,AGT0093,Sarah Gomez,KYC Operations,Closed,50,United States
CASE-101922,AML Review,Medium,2025-12-26,2025-12-26 11:17:18,2025-12-27 17:04:50,AGT0028,Anthony Gray,AML Operations,Closed,60,Japan
CASE-101923,Fraud Alert,Low,2026-02-25,2026-02-25 12:38:42,,AGT0071,James Martin,Fraud Operations,Pending,30,United Kingdom
CASE-101924,AML Review,Medium,2025-08-20,2025-08-20 21:21:14,2025-08-21 04:15:38,AGT0073,Laura Miller,AML Operations,Closed,60,United States
CASE-101925,KYC Review,High,2026-03-18,2026-03-19 04:52:48,,AGT0099,Joseph Reed,KYC Operations,Open,75,United States
CASE-101926,KYC Review,Low,2026-04-06,2026-04-06 04:39:26,2026-04-06 20:38:17,AGT0012,David Ortiz,KYC Operations,Closed,32,United States
CASE-101927,AML Review,Medium,2026-05-19,2026-05-19 20:03:57,2026-05-21 19:02:01,AGT0052,George Gutierrez,AML Operations,Closed,60,United Arab Emirates
CASE-101928,KYC Review,Medium,2026-02-20,2026-02-20 15:41:48,2026-02-21 05:56:18,AGT0033,Cynthia Rivera,KYC Operations,Closed,50,United States
CASE-101929,Fraud Alert,High,2025-10-23,2025-10-23 18:21:30,2025-10-26 18:19:51,AGT0065,Samuel Reyes,Fraud Operations,Closed,48,United Arab Emirates
CASE-101930,AML Review,Low,2026-07-23,2026-07-23 07:58:28,2026-07-23 13:06:29,AGT0070,Christopher Lee,AML Operations,Closed,40,United States
CASE-101931,Fraud Alert,Medium,2025-09-08,2025-09-08 17:37:03,2025-09-09 05:22:06,AGT0053,John Kim,Fraud Operations,Closed,40,United States
CASE-101932,Fraud Alert,High,2026-06-21,2026-06-21 09:20:31,2026-06-23 22:26:07,AGT0053,John Kim,Fraud Operations,Closed,48,United States
CASE-101933,AML Review,Low,2025-09-25,2025-09-25 04:41:05,2025-09-25 09:38:58,AGT0064,Angela Allen,AML Operations,Closed,40,United States
CASE-101934,AML Review,Low,2026-03-11,2026-03-12 00:53:14,2026-03-12 13:04:56,AGT0058,Jonathan Ward,AML Operations,Closed,40,United States
CASE-101935,AML Review,High,2026-04-18,2026-04-18 15:49:21,,AGT0022,Nancy Patel,AML Operations,Open,90,Mexico
CASE-101936,AML Review,High,2026-04-11,2026-04-12 00:29:41,,AGT0091,Wei Collins,AML Operations,Open,90,South Africa
CASE-101937,KYC Review,Low,2026-02-02,2026-02-02 21:45:18,2026-02-03 04:00:23,AGT0079,Raj Campbell,KYC Operations,Closed,32,Canada
CASE-101938,AML Review,Medium,2025-10-19,2025-10-19 12:35:22,2025-10-20 04:14:16,AGT0091,Wei Collins,AML Operations,Closed,60,India
CASE-101939,AML Review,Medium,2026-06-26,2026-06-26 07:05:42,2026-06-27 07:57:39,AGT0040,Richard Castillo,AML Operations,Closed,60,United Kingdom
CASE-101940,AML Review,Medium,2025-10-06,2025-10-06 07:03:03,,AGT0076,Ahmed Rogers,AML Operations,Open,60,United States
CASE-101941,AML Review,Medium,2025-08-19,2025-08-19 18:19:26,2025-08-20 09:20:44,AGT0037,Noah Flores,AML Operations,Closed,60,India
CASE-101942,Fraud Alert,Medium,2026-03-09,2026-03-09 12:41:11,2026-03-10 02:37:55,AGT0077,Betty Mendoza,Fraud Operations,Closed,40,United Kingdom
CASE-101943,KYC Review,Medium,2025-09-22,2025-09-22 11:43:44,2025-09-23 08:57:22,AGT0081,Nicholas Ross,KYC Operations,Closed,50,India
CASE-101944,AML Review,Low,2025-07-25,2025-07-25 22:53:19,2025-07-26 06:06:59,AGT0099,Joseph Reed,AML Operations,Closed,40,Canada
